event,order_id,symbol,latency_ms,status,timestamp
submit,PAPER-278,EURUSD,27.179,accepted,2025-11-10T14:32:26.836219
submit,PAPER-279,EURUSD,30.47,accepted,2025-11-10T14:32:26.869247
submit,PAPER-280,EURUSD,31.096,accepted,2025-11-10T14:32:26.900740
submit,PAPER-281,EURUSD,30.469,accepted,2025-11-10T14:32:26.932773
submit,PAPER-282,EURUSD,26.343999999999998,accepted,2025-11-10T14:32:26.960234
submit,PAPER-283,EURUSD,26.15,accepted,2025-11-10T14:32:26.988151
submit,PAPER-284,EURUSD,30.083,accepted,2025-11-10T14:32:27.018626
submit,PAPER-285,EURUSD,26.031,accepted,2025-11-10T14:32:27.044987
submit,PAPER-286,EURUSD,33.749,accepted,2025-11-10T14:32:27.079168
submit,PAPER-287,EURUSD,30.311,accepted,2025-11-10T14:32:27.121088
submit,PAPER-288,EURUSD,28.061,accepted,2025-11-10T14:32:27.149662
submit,PAPER-289,EURUSD,27.537,accepted,2025-11-10T14:32:27.177542
submit,PAPER-290,EURUSD,30.349999999999998,accepted,2025-11-10T14:32:27.208259
submit,PAPER-291,EURUSD,28.747999999999998,accepted,2025-11-10T14:32:27.237418
submit,PAPER-292,EURUSD,25.61,accepted,2025-11-10T14:32:27.263666
submit,PAPER-293,EURUSD,30.213,accepted,2025-11-10T14:32:27.294274
submit,PAPER-294,EURUSD,28.295,accepted,2025-11-10T14:32:27.323234
submit,PAPER-295,EURUSD,29.555999999999997,accepted,2025-11-10T14:32:27.353170
submit,PAPER-296,EURUSD,30.403,accepted,2025-11-10T14:32:27.383918
submit,PAPER-297,EURUSD,30.304000000000002,accepted,2025-11-10T14:32:27.414605
submit,PAPER-298,EURUSD,30.337,accepted,2025-11-10T14:32:27.445322
submit,PAPER-299,EURUSD,30.342000000000002,accepted,2025-11-10T14:32:27.476112
submit,PAPER-300,EURUSD,26.485000000000003,accepted,2025-11-10T14:32:27.503070
submit,PAPER-301,EURUSD,30.415000000000003,accepted,2025-11-10T14:32:27.533816
submit,PAPER-302,EURUSD,28.482,accepted,2025-11-10T14:32:27.562773
